user_id,activity_date,action_type
U0185,2024-01-04,view_offers
U0185,2024-01-11,login
U0185,2024-01-13,transaction
U0185,2024-01-14,view_offers
U0185,2024-01-15,transaction
U0185,2024-01-22,login
U0185,2024-01-23,login
U0185,2024-01-25,login
U0185,2024-01-26,login
U0185,2024-01-27,transaction
U0185,2024-01-28,login
U0186,2024-01-02,view_offers
U0186,2024-01-04,transaction
U0186,2024-01-07,login
U0186,2024-01-10,transaction
U0186,2024-01-11,view_offers
U0186,2024-01-12,view_offers
U0186,2024-01-14,login
U0186,2024-01-18,view_offers
U0186,2024-01-21,transaction
U0186,2024-01-22,view_offers
U0186,2024-01-24,login
U0186,2024-01-26,transaction
U0186,2024-01-28,login
U0187,2024-01-01,login
U0187,2024-01-02,login
U0187,2024-01-04,login
U0187,2024-01-06,transaction
U0187,2024-01-07,transaction
U0187,2024-01-08,login
U0187,2024-01-09,transaction
U0187,2024-01-11,login
U0187,2024-01-13,view_offers
U0187,2024-01-15,login
U0187,2024-01-20,login
U0187,2024-01-23,transaction
U0187,2024-01-25,login
U0187,2024-01-26,view_offers
U0187,2024-01-29,login
U0187,2024-01-30,login
U0188,2024-01-01,login
U0188,2024-01-02,login
U0188,2024-01-04,view_offers
U0188,2024-01-06,view_offers
U0188,2024-01-07,view_offers
U0188,2024-01-08,login
U0188,2024-01-10,login
U0188,2024-01-11,login
U0188,2024-01-23,login
U0188,2024-01-24,login
U0188,2024-01-26,login
U0188,2024-01-29,login
U0188,2024-01-30,view_offers
U0189,2024-01-01,login
U0189,2024-01-02,login
U0189,2024-01-03,login
U0189,2024-01-07,view_offers
U0189,2024-01-08,view_offers
U0189,2024-01-10,login
U0189,2024-01-11,login
U0189,2024-01-12,login
U0189,2024-01-13,login
U0189,2024-01-14,view_offers
U0189,2024-01-18,login
U0189,2024-01-19,login
U0189,2024-01-22,login
U0189,2024-01-23,login
U0189,2024-01-28,view_offers
U0189,2024-01-30,login
U0190,2024-01-01,login
U0190,2024-01-02,login
U0190,2024-01-03,view_offers
U0190,2024-01-08,view_offers
U0190,2024-01-09,view_offers
U0190,2024-01-10,login
U0190,2024-01-12,view_offers
U0190,2024-01-13,login
U0190,2024-01-14,login
U0190,2024-01-15,view_offers
U0190,2024-01-16,transaction
U0190,2024-01-18,login
U0190,2024-01-19,login
U0190,2024-01-20,view_offers
U0190,2024-01-21,login
U0190,2024-01-22,view_offers
U0190,2024-01-23,view_offers
U0190,2024-01-24,login
U0190,2024-01-25,transaction
U0190,2024-01-26,view_offers
U0190,2024-01-27,transaction
U0190,2024-01-28,view_offers
U0190,2024-01-29,transaction
U0190,2024-01-30,login
U0191,2024-01-03,transaction
U0191,2024-01-04,login
U0191,2024-01-11,login
U0191,2024-01-13,login
U0191,2024-01-16,transaction
U0191,2024-01-18,view_offers
U0191,2024-01-25,view_offers
U0191,2024-01-27,login
U0191,2024-01-29,transaction
U0191,2024-01-30,view_offers
U0192,2024-01-01,login
U0192,2024-01-02,login
U0192,2024-01-06,login
U0192,2024-01-08,transaction
U0192,2024-01-09,view_offers
U0192,2024-01-12,view_offers
U0192,2024-01-13,login
U0192,2024-01-14,view_offers
U0192,2024-01-15,login
U0192,2024-01-19,login
U0192,2024-01-20,view_offers
U0192,2024-01-24,login
U0192,2024-01-25,transaction
U0192,2024-01-26,login
U0192,2024-01-29,transaction
U0193,2024-01-01,login
U0193,2024-01-03,login
U0193,2024-01-04,login
U0193,2024-01-06,view_offers
U0193,2024-01-07,login
U0193,2024-01-08,login
U0193,2024-01-09,transaction
U0193,2024-01-10,login
U0193,2024-01-11,login
U0193,2024-01-12,transaction
U0193,2024-01-13,view_offers
U0193,2024-01-14,login
U0193,2024-01-15,view_offers
U0193,2024-01-17,login
U0193,2024-01-19,view_offers
U0193,2024-01-21,login
U0193,2024-01-22,view_offers
U0193,2024-01-23,transaction
U0193,2024-01-24,transaction
U0193,2024-01-25,transaction
U0193,2024-01-27,login
U0193,2024-01-29,login
U0193,2024-01-30,login
U0194,2024-01-02,view_offers
U0194,2024-01-04,login
U0194,2024-01-14,view_offers
U0194,2024-01-17,login
U0194,2024-01-20,view_offers
U0194,2024-01-21,login
U0194,2024-01-22,login
U0194,2024-01-24,login
U0194,2024-01-26,login
U0194,2024-01-27,login
U0195,2024-01-04,login
U0195,2024-01-08,login
U0195,2024-01-09,login
U0195,2024-01-10,login
U0195,2024-01-13,transaction
U0195,2024-01-19,view_offers
U0195,2024-01-23,login
U0195,2024-01-24,login
U0195,2024-01-26,login
U0195,2024-01-28,transaction
U0196,2024-01-06,login
U0196,2024-01-18,login
U0196,2024-01-28,login
U0196,2024-01-30,transaction
U0197,2024-01-04,transaction
U0197,2024-01-06,login
U0197,2024-01-07,login
U0197,2024-01-08,view_offers
U0197,2024-01-09,login
U0197,2024-01-11,view_offers
U0197,2024-01-12,login
U0197,2024-01-13,login
U0197,2024-01-14,login
U0197,2024-01-15,transaction
U0197,2024-01-16,login
U0197,2024-01-17,login
U0197,2024-01-19,login
U0197,2024-01-21,login
U0197,2024-01-23,login
U0197,2024-01-25,login
U0197,2024-01-29,login
U0198,2024-01-01,view_offers
U0198,2024-01-03,view_offers
U0198,2024-01-12,login
U0198,2024-01-19,login
U0198,2024-01-21,view_offers
U0198,2024-01-25,view_offers
U0199,2024-01-03,login
U0199,2024-01-04,view_offers
U0199,2024-01-05,transaction
U0199,2024-01-06,view_offers
U0199,2024-01-07,view_offers
U0199,2024-01-08,view_offers
U0199,2024-01-09,login
U0199,2024-01-10,view_offers
U0199,2024-01-12,login
U0199,2024-01-13,login
U0199,2024-01-14,login
U0199,2024-01-15,login
U0199,2024-01-16,view_offers
U0199,2024-01-18,transaction
U0199,2024-01-19,login
U0199,2024-01-20,login
U0199,2024-01-21,login
U0199,2024-01-22,transaction
U0199,2024-01-24,login
U0199,2024-01-25,view_offers
U0199,2024-01-26,transaction
U0199,2024-01-29,login
U0199,2024-01-30,transaction
U0200,2024-01-05,login
U0200,2024-01-07,login
U0200,2024-01-08,login
U0200,2024-01-18,login
U0200,2024-01-19,login
U0200,2024-01-20,login
U0200,2024-01-23,view_offers
U0200,2024-01-28,login
U0200,2024-01-30,transaction
U0201,2024-01-04,login
U0201,2024-01-05,login
U0201,2024-01-06,view_offers
U0201,2024-01-07,transaction
U0201,2024-01-08,login
U0201,2024-01-09,transaction
U0201,2024-01-10,transaction
U0201,2024-01-11,transaction
U0201,2024-01-12,login
U0201,2024-01-16,login
U0201,2024-01-19,login
U0201,2024-01-20,view_offers
U0201,2024-01-22,login
U0201,2024-01-23,login
U0201,2024-01-27,login
U0202,2024-01-01,view_offers
U0202,2024-01-02,login
U0202,2024-01-03,view_offers
U0202,2024-01-06,login
U0202,2024-01-15,view_offers
U0202,2024-01-26,login
U0202,2024-01-27,view_offers
U0202,2024-01-30,login
U0203,2024-01-01,login
U0203,2024-01-08,login
U0203,2024-01-11,transaction
U0203,2024-01-17,login
U0203,2024-01-18,transaction
U0203,2024-01-19,transaction
U0203,2024-01-20,transaction
U0203,2024-01-24,login
U0203,2024-01-26,view_offers
U0203,2024-01-30,view_offers
U0204,2024-01-01,view_offers
U0204,2024-01-04,view_offers
U0204,2024-01-05,login
U0204,2024-01-06,login
U0204,2024-01-09,login
U0204,2024-01-10,view_offers
U0204,2024-01-12,login
U0204,2024-01-13,login
U0204,2024-01-14,login
U0204,2024-01-15,view_offers
U0204,2024-01-16,transaction
U0204,2024-01-19,transaction
U0204,2024-01-20,login
U0204,2024-01-22,login
U0204,2024-01-23,login
U0204,2024-01-24,view_offers
U0204,2024-01-25,transaction
U0204,2024-01-26,login
U0204,2024-01-27,login
U0204,2024-01-28,login
U0204,2024-01-29,login
U0204,2024-01-30,login
U0205,2024-01-01,login
U0205,2024-01-02,login
U0205,2024-01-06,login
U0205,2024-01-09,view_offers
U0205,2024-01-13,view_offers
U0205,2024-01-15,transaction
U0205,2024-01-16,login
U0205,2024-01-17,login
U0205,2024-01-19,view_offers
U0205,2024-01-20,login
U0205,2024-01-22,login
U0205,2024-01-23,transaction
U0205,2024-01-26,view_offers
U0205,2024-01-27,login
U0205,2024-01-28,view_offers
U0206,2024-01-02,view_offers
U0206,2024-01-03,view_offers
U0206,2024-01-04,login
U0206,2024-01-05,login
U0206,2024-01-08,login
U0206,2024-01-10,view_offers
U0206,2024-01-11,login
U0206,2024-01-13,view_offers
U0206,2024-01-16,login
U0206,2024-01-20,login
U0206,2024-01-24,login
U0206,2024-01-25,login
U0206,2024-01-29,login
U0206,2024-01-30,view_offers
U0207,2024-01-01,transaction
U0207,2024-01-03,view_offers
U0207,2024-01-09,login
U0207,2024-01-26,login
U0208,2024-01-01,view_offers
U0208,2024-01-02,login
U0208,2024-01-04,login
U0208,2024-01-05,view_offers
U0208,2024-01-07,view_offers
U0208,2024-01-09,view_offers
U0208,2024-01-10,login
U0208,2024-01-11,login
U0208,2024-01-12,transaction
U0208,2024-01-13,transaction
U0208,2024-01-15,transaction
U0208,2024-01-18,login
U0208,2024-01-19,view_offers
U0208,2024-01-30,view_offers
U0209,2024-01-01,view_offers
U0209,2024-01-02,transaction
U0209,2024-01-03,view_offers
U0209,2024-01-05,view_offers
U0209,2024-01-06,transaction
U0209,2024-01-08,login
U0209,2024-01-09,login
U0209,2024-01-10,view_offers
U0209,2024-01-11,login
U0209,2024-01-18,login
U0209,2024-01-19,login
U0209,2024-01-21,login
U0209,2024-01-22,login
U0209,2024-01-25,view_offers
U0209,2024-01-26,transaction
U0209,2024-01-27,view_offers
U0209,2024-01-29,view_offers
U0209,2024-01-30,login
U0210,2024-01-02,login
U0210,2024-01-05,view_offers
U0210,2024-01-08,view_offers
U0210,2024-01-11,login
U0211,2024-01-01,login
U0211,2024-01-02,login
U0211,2024-01-03,transaction
U0211,2024-01-05,login
U0211,2024-01-07,view_offers
U0211,2024-01-08,login
U0211,2024-01-10,transaction
U0211,2024-01-11,transaction
U0211,2024-01-13,view_offers
U0211,2024-01-15,view_offers
U0211,2024-01-18,login
U0211,2024-01-20,transaction
U0211,2024-01-21,transaction
U0211,2024-01-22,transaction
U0211,2024-01-23,view_offers
U0211,2024-01-24,login
U0211,2024-01-25,transaction
U0211,2024-01-26,login
U0212,2024-01-02,view_offers
U0212,2024-01-05,transaction
U0212,2024-01-10,login
U0212,2024-01-13,view_offers
U0212,2024-01-15,login
U0212,2024-01-16,view_offers
U0212,2024-01-18,view_offers
U0212,2024-01-19,login
U0212,2024-01-20,login
U0212,2024-01-21,transaction
U0212,2024-01-22,view_offers
U0212,2024-01-26,transaction
U0212,2024-01-27,view_offers
U0212,2024-01-28,transaction
U0212,2024-01-29,login
U0213,2024-01-05,login
U0213,2024-01-11,login
U0213,2024-01-13,transaction
U0213,2024-01-17,transaction
U0213,2024-01-20,login
U0213,2024-01-21,login
U0213,2024-01-24,login
U0213,2024-01-28,login
U0214,2024-01-01,login
U0214,2024-01-03,transaction
U0214,2024-01-04,view_offers
U0214,2024-01-05,view_offers
U0214,2024-01-06,login
U0214,2024-01-07,transaction
U0214,2024-01-09,login
U0214,2024-01-10,view_offers
U0214,2024-01-11,login
U0214,2024-01-12,view_offers
U0214,2024-01-14,login
U0214,2024-01-16,login
U0214,2024-01-17,login
U0214,2024-01-18,login
U0214,2024-01-19,login
U0214,2024-01-21,login
U0214,2024-01-25,view_offers
U0214,2024-01-26,view_offers
U0214,2024-01-27,view_offers
U0214,2024-01-28,login
U0215,2024-01-01,view_offers
U0215,2024-01-02,view_offers
U0215,2024-01-03,login
U0215,2024-01-09,login
U0215,2024-01-10,login
U0215,2024-01-11,view_offers
U0215,2024-01-17,login
U0215,2024-01-21,login
U0215,2024-01-30,transaction
U0216,2024-01-05,login
U0216,2024-01-22,login
U0216,2024-01-24,login
U0216,2024-01-28,login
U0217,2024-01-01,login
U0217,2024-01-02,login
U0217,2024-01-07,login
U0218,2024-01-04,view_offers
U0218,2024-01-07,login
U0218,2024-01-11,view_offers
U0218,2024-01-12,login
U0218,2024-01-14,login
U0218,2024-01-16,login
U0218,2024-01-17,login
U0218,2024-01-19,login
U0218,2024-01-21,login
U0218,2024-01-22,transaction
U0218,2024-01-24,login
U0218,2024-01-25,view_offers
U0218,2024-01-26,transaction
U0218,2024-01-28,login
U0218,2024-01-29,view_offers
U0219,2024-01-08,login
U0219,2024-01-15,login
U0219,2024-01-27,login
U0220,2024-01-02,login
U0220,2024-01-03,view_offers
U0220,2024-01-14,view_offers
U0220,2024-01-18,login
U0220,2024-01-19,login
U0220,2024-01-23,login
U0220,2024-01-25,view_offers
U0221,2024-01-04,view_offers
U0221,2024-01-07,login
U0221,2024-01-08,login
U0221,2024-01-10,view_offers
U0221,2024-01-11,transaction
U0221,2024-01-15,login
U0221,2024-01-17,view_offers
U0221,2024-01-20,login
U0221,2024-01-23,login
U0221,2024-01-25,login
U0221,2024-01-27,view_offers
U0221,2024-01-28,login
U0221,2024-01-29,login
U0222,2024-01-01,view_offers
U0222,2024-01-02,view_offers
U0222,2024-01-03,view_offers
U0222,2024-01-04,login
U0222,2024-01-05,view_offers
U0222,2024-01-07,login
U0222,2024-01-08,login
U0222,2024-01-09,view_offers
U0222,2024-01-10,login
U0222,2024-01-11,login
U0222,2024-01-13,login
U0222,2024-01-16,login
U0222,2024-01-17,login
U0222,2024-01-19,view_offers
U0222,2024-01-21,login
U0222,2024-01-22,transaction
U0222,2024-01-23,login
U0222,2024-01-24,login
U0222,2024-01-26,login
U0222,2024-01-27,login
U0222,2024-01-28,view_offers
U0223,2024-01-06,login
U0223,2024-01-08,login
U0223,2024-01-24,login
U0223,2024-01-30,view_offers
U0224,2024-01-03,login
U0224,2024-01-29,login
U0224,2024-01-30,login
U0225,2024-01-01,view_offers
U0225,2024-01-12,view_offers
U0225,2024-01-14,transaction
U0225,2024-01-15,transaction
U0225,2024-01-17,login
U0225,2024-01-19,view_offers
U0225,2024-01-22,login
U0225,2024-01-30,view_offers
U0226,2024-01-01,login
U0226,2024-01-03,view_offers
U0226,2024-01-04,login
U0226,2024-01-05,login
U0226,2024-01-08,transaction
U0226,2024-01-11,view_offers
U0226,2024-01-20,login
U0226,2024-01-24,view_offers
U0226,2024-01-26,login
U0226,2024-01-27,login
U0226,2024-01-28,login
U0227,2024-01-02,view_offers
U0227,2024-01-03,login
U0227,2024-01-04,view_offers
U0227,2024-01-06,view_offers
U0227,2024-01-09,login
U0227,2024-01-10,login
U0227,2024-01-12,login
U0227,2024-01-13,login
U0227,2024-01-14,view_offers
U0227,2024-01-15,view_offers
U0227,2024-01-16,transaction
U0227,2024-01-18,view_offers
U0227,2024-01-21,login
U0227,2024-01-22,login
U0227,2024-01-26,view_offers
U0227,2024-01-27,login
U0227,2024-01-29,view_offers
U0227,2024-01-30,view_offers
U0228,2024-01-07,login
U0228,2024-01-16,login
U0228,2024-01-27,transaction
U0229,2024-01-02,login
U0229,2024-01-05,login
U0229,2024-01-08,login
U0229,2024-01-10,transaction
U0229,2024-01-15,login
U0229,2024-01-21,transaction
U0229,2024-01-29,login
U0230,2024-01-01,login
U0230,2024-01-03,transaction
U0230,2024-01-05,view_offers
U0230,2024-01-07,login
U0230,2024-01-09,view_offers
U0230,2024-01-10,view_offers
U0230,2024-01-12,login
U0230,2024-01-15,login
U0230,2024-01-17,transaction
U0230,2024-01-18,view_offers
U0230,2024-01-19,login
U0230,2024-01-21,view_offers
U0230,2024-01-23,login
U0230,2024-01-24,login
U0230,2024-01-28,login
U0230,2024-01-29,login
U0230,2024-01-30,view_offers
U0231,2024-01-01,view_offers
U0231,2024-01-03,view_offers
U0231,2024-01-04,login
U0231,2024-01-06,login
U0231,2024-01-07,login
U0231,2024-01-08,login
U0231,2024-01-10,view_offers
U0231,2024-01-12,login
U0231,2024-01-13,login
U0231,2024-01-17,login
U0231,2024-01-20,transaction
U0231,2024-01-21,login
U0231,2024-01-23,view_offers
U0231,2024-01-25,view_offers
U0231,2024-01-28,login
U0232,2024-01-13,login
U0232,2024-01-15,login
U0232,2024-01-28,login
U0233,2024-01-03,login
U0233,2024-01-04,transaction
U0233,2024-01-05,login
U0233,2024-01-06,view_offers
U0233,2024-01-12,login
U0233,2024-01-15,login
U0233,2024-01-18,login
U0233,2024-01-19,login
U0233,2024-01-27,view_offers
U0233,2024-01-28,login
U0233,2024-01-29,view_offers
U0233,2024-01-30,login
U0234,2024-01-06,transaction
U0234,2024-01-11,login
U0234,2024-01-13,login
U0234,2024-01-20,transaction
U0235,2024-01-06,login
U0235,2024-01-11,login
U0235,2024-01-13,view_offers
U0235,2024-01-16,login
U0235,2024-01-19,login
U0235,2024-01-21,login
U0236,2024-01-01,view_offers
U0236,2024-01-02,view_offers
U0236,2024-01-03,login
U0236,2024-01-04,login
U0236,2024-01-05,login
U0236,2024-01-08,login
U0236,2024-01-11,login
U0236,2024-01-13,view_offers
U0236,2024-01-14,login
U0236,2024-01-15,login
U0236,2024-01-17,login
U0236,2024-01-18,login
U0236,2024-01-19,login
U0236,2024-01-20,view_offers
U0236,2024-01-23,view_offers
U0236,2024-01-24,login
U0236,2024-01-25,transaction
U0236,2024-01-26,login
U0236,2024-01-27,transaction
U0236,2024-01-29,view_offers
U0236,2024-01-30,view_offers
U0237,2024-01-02,view_offers
U0237,2024-01-03,login
U0237,2024-01-04,login
U0237,2024-01-12,login
U0237,2024-01-13,login
U0237,2024-01-15,view_offers
U0237,2024-01-16,login
U0237,2024-01-17,login
U0237,2024-01-23,login
U0237,2024-01-24,login
U0237,2024-01-27,transaction
U0237,2024-01-30,view_offers
U0238,2024-01-01,transaction
U0238,2024-01-03,login
U0238,2024-01-05,transaction
U0238,2024-01-07,view_offers
U0238,2024-01-11,login
U0238,2024-01-12,transaction
U0238,2024-01-13,login
U0238,2024-01-14,transaction
U0238,2024-01-15,login
U0238,2024-01-17,login
U0238,2024-01-23,transaction
U0238,2024-01-24,login
U0238,2024-01-26,transaction
U0238,2024-01-27,transaction
U0238,2024-01-29,login
U0239,2024-01-01,transaction
U0239,2024-01-02,transaction
U0239,2024-01-03,view_offers
U0239,2024-01-04,view_offers
U0239,2024-01-06,login
U0239,2024-01-07,view_offers
U0239,2024-01-10,login
U0239,2024-01-12,transaction
U0239,2024-01-13,login
U0239,2024-01-15,login
U0239,2024-01-16,login
U0239,2024-01-18,login
U0239,2024-01-19,login
U0239,2024-01-20,login
U0239,2024-01-21,view_offers
U0239,2024-01-22,view_offers
U0239,2024-01-23,login
U0239,2024-01-25,view_offers
U0239,2024-01-28,login
U0239,2024-01-30,login
U0240,2024-01-02,login
U0240,2024-01-03,login
U0240,2024-01-14,view_offers
U0240,2024-01-28,login
U0241,2024-01-01,login
U0241,2024-01-02,view_offers
U0241,2024-01-03,login
U0241,2024-01-04,login
U0241,2024-01-05,transaction
U0241,2024-01-06,login
U0241,2024-01-08,login
U0241,2024-01-09,login
U0241,2024-01-11,view_offers
U0241,2024-01-13,view_offers
U0241,2024-01-16,login
U0241,2024-01-17,login
U0241,2024-01-20,login
U0241,2024-01-21,view_offers
U0241,2024-01-22,login
U0241,2024-01-23,transaction
U0241,2024-01-24,login
U0241,2024-01-25,transaction
U0241,2024-01-26,login
U0241,2024-01-30,view_offers
U0242,2024-01-02,login
U0242,2024-01-03,transaction
U0242,2024-01-04,login
U0242,2024-01-06,transaction
U0242,2024-01-07,transaction
U0242,2024-01-08,login
U0242,2024-01-09,view_offers
U0242,2024-01-12,login
U0242,2024-01-13,view_offers
U0242,2024-01-14,login
U0242,2024-01-15,login
U0242,2024-01-16,login
U0242,2024-01-17,view_offers
U0242,2024-01-18,transaction
U0242,2024-01-20,login
U0242,2024-01-21,login
U0242,2024-01-22,login
U0242,2024-01-23,view_offers
U0242,2024-01-26,login
U0242,2024-01-27,view_offers
U0242,2024-01-29,login
U0242,2024-01-30,login
U0243,2024-01-01,transaction
U0243,2024-01-04,transaction
U0243,2024-01-12,view_offers
U0243,2024-01-14,transaction
U0243,2024-01-16,login
U0243,2024-01-21,transaction
U0243,2024-01-23,view_offers
U0243,2024-01-26,login
U0243,2024-01-30,transaction
U0244,2024-01-05,login
U0244,2024-01-08,login
U0244,2024-01-09,login
U0244,2024-01-18,view_offers
U0244,2024-01-29,login
U0245,2024-01-15,login
U0245,2024-01-21,transaction
U0245,2024-01-23,transaction
U0246,2024-01-01,view_offers
U0246,2024-01-10,view_offers
U0246,2024-01-17,login
U0246,2024-01-21,login
U0247,2024-01-01,login
U0247,2024-01-02,login
U0247,2024-01-03,view_offers
U0247,2024-01-07,login
U0247,2024-01-09,transaction
U0247,2024-01-10,transaction
U0247,2024-01-11,login
U0247,2024-01-12,transaction
U0247,2024-01-13,login
U0247,2024-01-15,view_offers
U0247,2024-01-17,login
U0247,2024-01-18,transaction
U0247,2024-01-21,view_offers
U0247,2024-01-22,view_offers
U0247,2024-01-23,transaction
U0247,2024-01-25,login
U0247,2024-01-26,login
U0248,2024-01-08,login
U0248,2024-01-13,view_offers
U0248,2024-01-18,login
U0248,2024-01-23,view_offers
U0249,2024-01-01,login
U0249,2024-01-02,login
U0249,2024-01-05,login
U0249,2024-01-06,login
U0249,2024-01-07,login
U0249,2024-01-08,view_offers
U0249,2024-01-09,login
U0249,2024-01-10,login
U0249,2024-01-11,login
U0249,2024-01-18,login
U0249,2024-01-19,login
U0249,2024-01-20,transaction
U0249,2024-01-21,view_offers
U0249,2024-01-22,view_offers
U0249,2024-01-24,view_offers
U0249,2024-01-25,login
U0249,2024-01-26,login
U0249,2024-01-27,view_offers
U0249,2024-01-28,login
U0249,2024-01-30,login
U0250,2024-01-01,login
U0250,2024-01-02,login
U0250,2024-01-03,transaction
U0250,2024-01-04,login
U0250,2024-01-06,login
U0250,2024-01-07,login
U0250,2024-01-08,login
U0250,2024-01-09,view_offers
U0250,2024-01-10,login
U0250,2024-01-12,login
U0250,2024-01-13,view_offers
U0250,2024-01-14,login
U0250,2024-01-16,view_offers
U0250,2024-01-17,login
U0250,2024-01-19,login
U0250,2024-01-21,view_offers
U0250,2024-01-22,view_offers
U0250,2024-01-23,login
U0250,2024-01-25,login
U0250,2024-01-26,login
U0250,2024-01-27,login
U0250,2024-01-29,login
U0250,2024-01-30,view_offers
U0251,2024-01-02,login
U0251,2024-01-04,login
U0251,2024-01-10,view_offers
U0251,2024-01-12,login
U0251,2024-01-16,view_offers
U0251,2024-01-26,transaction
U0251,2024-01-27,view_offers
U0251,2024-01-30,login
U0252,2024-01-01,view_offers
U0252,2024-01-02,login
U0252,2024-01-03,transaction
U0252,2024-01-04,login
U0252,2024-01-05,login
U0252,2024-01-06,transaction
U0252,2024-01-08,login
U0252,2024-01-09,login
U0252,2024-01-10,view_offers
U0252,2024-01-11,login
U0252,2024-01-12,login
U0252,2024-01-14,login
U0252,2024-01-17,login
U0252,2024-01-18,login
U0252,2024-01-19,view_offers
U0252,2024-01-20,view_offers
U0252,2024-01-21,login
U0252,2024-01-22,login
U0252,2024-01-23,transaction
U0252,2024-01-24,transaction
U0252,2024-01-25,login
U0252,2024-01-27,view_offers
U0252,2024-01-28,view_offers
U0252,2024-01-29,login
U0253,2024-01-01,login
U0253,2024-01-04,view_offers
U0253,2024-01-06,login
U0253,2024-01-07,transaction
U0253,2024-01-11,view_offers
U0253,2024-01-14,login
U0253,2024-01-16,login
U0253,2024-01-19,login
U0253,2024-01-25,login
U0253,2024-01-30,transaction
U0254,2024-01-02,view_offers
U0254,2024-01-04,transaction
U0254,2024-01-05,login
U0254,2024-01-06,login
U0254,2024-01-07,login
U0254,2024-01-09,login
U0254,2024-01-13,login
U0254,2024-01-14,view_offers
U0254,2024-01-15,transaction
U0254,2024-01-17,login
U0254,2024-01-18,login
U0254,2024-01-21,login
U0254,2024-01-23,login
U0254,2024-01-24,login
U0254,2024-01-25,login
U0254,2024-01-28,login
U0254,2024-01-29,login
U0254,2024-01-30,login
U0255,2024-01-01,login
U0255,2024-01-02,view_offers
U0255,2024-01-04,view_offers
U0255,2024-01-05,login
U0255,2024-01-06,login
U0255,2024-01-07,login
U0255,2024-01-08,login
U0255,2024-01-09,transaction
U0255,2024-01-10,login
U0255,2024-01-11,view_offers
U0255,2024-01-13,login
U0255,2024-01-15,login
U0255,2024-01-16,login
U0255,2024-01-19,login
U0255,2024-01-21,login
U0255,2024-01-22,login
U0255,2024-01-23,login
U0255,2024-01-24,login
U0255,2024-01-25,login
U0255,2024-01-27,login
U0255,2024-01-28,login
U0255,2024-01-30,transaction
U0256,2024-01-05,transaction
U0256,2024-01-07,login
U0256,2024-01-09,login
U0256,2024-01-11,transaction
U0256,2024-01-16,login
U0256,2024-01-17,login
U0256,2024-01-18,login
U0256,2024-01-19,transaction
U0256,2024-01-23,view_offers
U0256,2024-01-24,login
U0256,2024-01-25,view_offers
U0256,2024-01-28,login
U0256,2024-01-29,view_offers
U0257,2024-01-01,login
U0257,2024-01-02,view_offers
U0257,2024-01-03,login
U0257,2024-01-06,view_offers
U0257,2024-01-11,login
U0257,2024-01-13,login
U0257,2024-01-15,login
U0257,2024-01-16,transaction
U0257,2024-01-17,view_offers
U0257,2024-01-19,login
U0257,2024-01-22,login
U0257,2024-01-24,login
U0257,2024-01-25,login
U0257,2024-01-26,login
U0257,2024-01-27,login
U0257,2024-01-28,transaction
U0257,2024-01-30,view_offers
U0258,2024-01-03,login
U0258,2024-01-04,login
U0258,2024-01-07,view_offers
U0258,2024-01-08,login
U0258,2024-01-15,transaction
U0258,2024-01-17,login
U0258,2024-01-19,login
U0258,2024-01-22,login
U0258,2024-01-24,login
U0258,2024-01-25,view_offers
U0258,2024-01-28,view_offers
U0258,2024-01-29,transaction
U0259,2024-01-05,login
U0259,2024-01-07,login
U0259,2024-01-09,login
U0259,2024-01-19,login
U0259,2024-01-20,login
U0259,2024-01-24,view_offers
U0260,2024-01-03,view_offers
U0260,2024-01-10,login
U0260,2024-01-11,login
U0260,2024-01-12,login
U0260,2024-01-22,login
U0260,2024-01-28,view_offers
U0260,2024-01-30,login
U0261,2024-01-01,login
U0261,2024-01-06,view_offers
U0261,2024-01-09,login
U0261,2024-01-10,transaction
U0261,2024-01-12,login
U0261,2024-01-15,login
U0261,2024-01-16,login
U0261,2024-01-29,view_offers
U0261,2024-01-30,transaction
U0262,2024-01-02,transaction
U0262,2024-01-11,view_offers
U0262,2024-01-12,transaction
U0262,2024-01-13,login
U0262,2024-01-14,login
U0262,2024-01-16,view_offers
U0262,2024-01-17,view_offers
U0262,2024-01-20,login
U0262,2024-01-24,login
U0262,2024-01-26,transaction
U0262,2024-01-28,view_offers
U0263,2024-01-01,view_offers
U0263,2024-01-03,view_offers
U0263,2024-01-05,view_offers
U0263,2024-01-06,login
U0263,2024-01-08,login
U0263,2024-01-09,view_offers
U0263,2024-01-11,view_offers
U0263,2024-01-12,login
U0263,2024-01-17,login
U0263,2024-01-20,login
U0263,2024-01-21,login
U0263,2024-01-23,transaction
U0263,2024-01-25,login
U0264,2024-01-01,login
U0264,2024-01-04,transaction
U0264,2024-01-05,login
U0264,2024-01-07,login
U0264,2024-01-10,transaction
U0264,2024-01-11,login
U0264,2024-01-13,view_offers
U0264,2024-01-14,login
U0264,2024-01-15,login
U0264,2024-01-16,login
U0264,2024-01-18,login
U0264,2024-01-19,login
U0264,2024-01-24,login
U0264,2024-01-26,login
U0264,2024-01-28,login
U0264,2024-01-30,login
U0265,2024-01-07,transaction
U0265,2024-01-08,view_offers
U0265,2024-01-09,transaction
U0265,2024-01-14,login
U0265,2024-01-15,view_offers
U0265,2024-01-16,login
U0265,2024-01-17,login
U0265,2024-01-19,transaction
U0265,2024-01-20,login
U0265,2024-01-22,login
U0265,2024-01-24,transaction
U0265,2024-01-26,login
U0265,2024-01-29,transaction
U0266,2024-01-02,transaction
U0266,2024-01-03,login
